content,theme,sentiment,anls
打开盒盖好大一个洞，霜体已经翻到盒盖上了，对比了好几个地方，双十一期间旗舰店卖730赠品不少，这个489，算上赠品应该也算是在价格范围内的，所以就买了，目前看有点效果，不过有可能是我最近睡觉早了所以。。我只希望是正品，我也不喜欢旗舰店那些乱七八糟的小样中样。正装的就好,NULL;赠品;NULL;NULL;NULL;NULL;NULL;,好大;不少;有点效果;正品;不喜欢;乱七八糟;好;,-1;1;1;1;-1;-1;1;
全麻了 没感觉了 太麻木了 感觉不好 就是时间久,时间;,久;,0;
以前没用过 没啥特殊感觉 只是觉得脸上很凉快 也很光滑 不知道是去角质啫哩的作用还是爽肤水的作用,NULL;NULL;,凉快;光滑;,1;1;
"做工看着不错,外包装非常好,就是不知道耐不耐用!",看着;外包装;NULL;,不错;好;不耐用;,1;1;-1;
用了两个月来客观评价： 1）洗完顺滑，但仅限于顺滑，没感觉到修复头发的作用，毕竟只是一款洗发水，修复发质不要寄予什么希望。 2）控油没什么感觉，和以前用其他洗发水一样，最多要隔天洗一次头，南方这天气闷的要死，天天洗。 3）不配压取器，不配压取器，不配压取器，光秃秃一大瓶。,NULL;NULL;NULL;NULL;NULL;,顺滑;顺滑;不配;不配;不配;,1;1;-1;-1;-1;
此移动电源让我极其失望，两个输出口2A、打客服小姑娘不懂，说好有技术人员来电话解释，压根没人理、而且用了几次就不能充电，充一整宿只能充35%，上当受骗，其他顾客千万不要买了、特意提醒大家,NULL;,失望;,-1;
总体感觉还好，物流很快。具体品质有待使用后再评。,感觉;物流;,还好;很快;,1;1;
颜色还好，与图片相符。但不软，总觉得不贴身。,颜色;图片;觉得;,还好;相符;不贴身;,1;1;-1;
很一般 数据同步有问题 已退货,NULL;数据;,一般;有问题;,0;-1;
写得很好。一吐为快。,NULL;,很好;,1;
买了还木有戴，应该不错吧！,NULL;,不错;,1;
要吐槽下英亚的包装，太简易了，连个盒子都没有，用两片板一夹，索性东西完好，然后这个色号基本没有白的效果，完全跟我肤色一样，白皮肤的果断选最白色号！,NULL;东西;,简易;完好;,1;1;
漂白效果不错，洗了一次白色牛仔裤，雪白雪白的。缺点是氯水味太呛人，闻着头疼，而且洗完感觉手退了层皮一样，变得很粗糙，建议戴个手套。,效果;闻着;NULL;,不错;头疼;粗糙;,1;-1;-1;
质量相当的不错，容积也可以保障你随时可以得到充足的保障,质量;NULL;NULL;NULL;NULL;NULL;,不错;可以;保障;可以;充足;保障;,1;1;1;1;1;1;
书很好，质量也不错，若喜欢的话可以买来一看。,书;质量;NULL;NULL;,很好;不错;喜欢;可以;,1;1;1;1;
挺好的，不知道是不是真的。,NULL;,挺好;,1;
和地摊货没什么差别，却花了正版的钱。。。。感觉不值。。。,NULL;感觉;,正版;不值;,1;-1;
属于灰白色，不是纯白，薄薄的，蛮舒服的，还没想好怎么搭配,NULL;,舒服;,1;
我的皮肤是混合性偏油的，T字位经常会出油，但脸通常都好干，甚至会脱皮。。所以补水是关键，用过很多牌子的补水面膜，觉得“森田药妆活氧超水感保湿面膜”这个面膜确实不错，15分钟就可以使皮肤补充大量水份···香味清淡，没有刺激性气味··,NULL;NULL;NULL;NULL;NULL;NULL;香味;,好;干;脱皮;很多;不错;可以;清淡;,1;-1;-1;1;1;1;1;
粉粉的超级可爱 价格比较合理 物流超级快,NULL;价格;物流;,可爱;合理;快;,1;1;1;
本来想着轻便，不想还是有些重的。特殊玻璃的，还可以。,NULL;NULL;NULL;,轻便;重;还可以;,1;-1;1;
异味很微小，但还是应该热水泡一下，狗鼻子比较灵。 体积略大，不适合小型犬和6月以内的中型犬。 漏食口比较大，需要放置较大的狗粮才行。 我家迈克尔不是很喜欢。 刚买来一天就被弄丢了……,体积;NULL;NULL;NULL;,略大;漏;行;喜欢;,0;-1;1;1;
不剧透，难以想象的结局，很神奇。,NULL;,神奇;,1;
外观、碎纸的效果都不错。但是，工作不足两分钟机器就过热罢工，起码要停机休息10分钟以上，才能继续工作，散热效果太差。如果要集中碎纸，建议不要买。,效果;工作;效果;,不错;不足;太差;,1;-1;-1;
第一个网件 已经黑名单 国外I回来换回tplink六十元无线网络好了 家里看了两个月卡死了就因为这烂货 网件渣滚出,无线网络;NULL;NULL;,好;烂货;渣;,1;-1;-1;
质量不错，但价格也贵，性价比不高。,质量;价格;性价比;,不错;贵;不高;,1;-1;0;
质量很好，老公喜欢，也很超值。一下子买了好多。,质量;NULL;NULL;,很好;喜欢;超值;,1;1;1;
收到货之后拆开看了一下，机子不像是正品。原因有2：1，底刻火苗好像是一个不是两个。2，日期是13年1月份。但月份是阿拉伯数字而不是英文字母A。 总体来说我感觉不像是正品，内胆比较松很轻易的拔出来打开盖子也会出来一点。盖子铰链也比较松会活动。没有纸封。 亚马逊这次购物是比较失望的。 后续，机子是正品月份不是1月而是9月，大写I。但其他问题依然如此。,机子;感觉;购物;NULL;,正品;正品;失望;正品;,1;1;-1;1;
给家人买的，评价还可以,评价;,还可以;,1;
前面四分之一看的微信连载，看完整书后，感觉前面一半的内容都太拖沓，后面50%才进入正题。人物刻画还是有些形象化了，太像书本中的角色，人物关系也显得刻意了。还有一些情节上的生硬。不过还是很期待秦明的后作，希望越来越好。,NULL;内容;NULL;,完整;拖沓;好;,1;-1;1;
货真价实，物有所值。卖家信誉很好，点赞！,NULL;NULL;NULL;NULL;,货真价实;物有所值;很好;点赞;,1;1;1;1;
外包装没有塑封，瓶身的封条也感觉不整齐。物流差劲，不送货上楼,感觉;物流;,不整齐;差劲;,1;-1;
感觉咸咸的多过甜味，黄豆多于花生的含量，干干的，用筷子吃也不会掉下来，香味一般，不过也符合柔滑这样的描述。,香味;,一般;,0;
高级货就是高级货不解释,,,
量蛮多的 就是刚入口的时候 有点药味,量;,蛮多;,1;
电热毯热的很快，尺寸宽度很大，基本上睡不到冷的地方了，包装质量都很好。,NULL;宽度;质量;,很快;很大;很好;,1;1;1;
内容都还不错，就是不明白为什么不做成精装，书本翻几次就容易断胶,内容;NULL;,不错;容易断;,1;-1;
制作挺粗糙的。。在美国本土买的话，没有关税没有跨洋运费再加上收入水平更高物价更高等等，可能比较值，但在中国，算上各种额外收费和物价差距，远远不值,制作;NULL;NULL;,粗糙;高;不值;,-1;1;-1;
羽绒被薄并且充绒不均，至少发现二格充绒量只有其它部位格子的一半左右，怀疑被子充绒不足，毛重也只有2735克,羽绒被;NULL;NULL;,薄;不均;不足;,0;-1;-1;
好评质量不错?和预期的一样,NULL;质量;,好评;不错;,1;1;
z秒杀购买的，理论是价格比一般的价格便宜，结果一上京东，发现z秒杀价格比京东平时价格还高，绝对是坑人的，纸巾也就那样，对不起这个价位。,NULL;价格;NULL;,一般;高;坑人;,0;1;-1;
比我在香港买的同一个型号的牙刷差太多了。 在这买的牙刷给我的感觉太假了。,感觉;,太假;,-1;
感觉还可以啦，就是感觉这些笔的做工一般,感觉;做工;,还可以;一般;,1;0;
不错 虽然不是每首都喜欢 但喜欢的是真喜欢,NULL;NULL;NULL;NULL;,不错;喜欢;喜欢;喜欢;,1;1;1;1;
还可以，价格不贵。停好用,NULL;价格;NULL;,还可以;不贵;好用;,1;1;1;
包装好旧的感觉。像是被用过了的。,包装;NULL;NULL;,好;旧;被用过;,1;-1;-1;
本来收到的时候各方面都挺好的，颜色、设计、USB口的松紧度都挺满意的，就是充电的时候接触不良，要调整miniusb口才能充到电，还不能随便移动，不然又接触不良。今天插线充电的时候整个头掉到充电器里面去了，才用了一个月，太失望了。,各方面;NULL;NULL;NULL;移动;NULL;,挺好;满意;接触不良;不能随便;接触不良;失望;,1;1;-1;-1;-1;-1;
第一次购买，感觉可以,感觉;,可以;,1;
隔了一天，就把产品型号给改了，价格不变，东西少了，失望,NULL;,失望;,-1;
次品，瓶底有一气泡，世界“第一”品牌！！！,NULL;,次品;,-1;
包装不好，有点陈旧，,包装;NULL;,不好;陈旧;,-1;-1;
本着实事求是，感觉洗了脸有刺痛感，百度一下原来手工皂都是含碱的，可怜我的大洋啊。。,NULL;NULL;,实事求是;可怜;,1;-1;
纤维布经常卡不住掉下来，和以前买的相比做工明显差了。,NULL;做工;NULL;,卡;明显;差;,-1;0;-1;
以后还会买这款 吸水力超强,,,
肯定是正品，没啥问题，质优价廉,NULL;NULL;,正品;质优价廉;,1;1;
有没有搞错，这是美国发货过来欺负中国人的吗，没有任何包装，就丢在箱子里，上面脏得很，漆都被坏了几处，你们是不是从美国哪个垃圾堆里捡来的,漆;,坏;,-1;
花了近200块钱，穿了一次大拇指就漏出来了。就算有瘦腿功能，我也没有机会体验啊。这是我网购近10年最坏的一次购物体验。袜子穿一次就露出脚趾头又没法退。这是强盗啊。,NULL;,坏;,-1;
本以为是一对枕芯，到货后只是一只，有些意外，失望。内部填充物肯定不是全羽绒，回弹不好，不推荐。,NULL;NULL;NULL;,失望;不好;不推荐;,-1;-1;-1;
信号一般，和我花49买的腾达的50米的信号一模一样,信号;信号;,一般;一模一样;,0;1;
挑了太宰治比较容易接受的故事类这本。怎么说呢，我能理解他想表达的意思，但是他的叙述技巧、形式文风比较零散，不是我喜欢的类型。其中那篇改编聊斋里的《黄英》，虽然太宰治本人非常期待中国读者的反馈，但我只能说，我理解他想表达意思的新颖之处。但是，蒲松龄写这种短篇的用字技巧一流，相比之下，太宰治表达的方式太乏味了，乏味到新颖的观点都不能让我兴奋。,NULL;NULL;NULL;NULL;,理解;零散;喜欢;理解;,1;-1;1;1;
包装粗糙，也就十几块钱的东西，建议大家别买,包装;,粗糙;,-1;
不错的书，有点偏，但版本好，可以去买,NULL;版本;NULL;,不错;好;可以;,1;1;1;
制作粗糙，音质非常差劲！,制作;,粗糙;,-1;
是飞利浦6011替代头，不是原装头。买之前就看到了。 刷头的毛较软 整齐度较好。装在6系列刷柄上很合适。 做工尚可，刷牙感觉不如原装头，但问题不大，目前还不知道乃不能用，刚用一周。 就性价比而言，确实太高了，国产行货要70多。高防也在30多。 这款8个头加运费和税也才80几元。约合11元每个，比较划算。,NULL;NULL;做工;性价比;NULL;,好;合适;尚可;太高;划算;,1;1;1;-1;1;
大瓶没货，买了小瓶，感觉没大瓶的粘稠，但是更好吸收，保湿效果也很好。,感觉;NULL;保湿效果;,粘稠;更好;很好;,-1;1;1;
噪声小，很实用，A4纸要对折才能塞进去，不过放在桌面上很合适，不然大一点的碎纸机就太占地方了，家用合适，比办公室的碎纸机声音小多了，很好！,NULL;NULL;NULL;NULL;NULL;,实用;合适;占地方;合适;很好;,1;1;-1;1;1;
已经用过四五支了，效果很好,效果;,很好;,1;
这玩意不行，有的扣都扣不上，结实倒是还行。,NULL;NULL;NULL;,不行;结实;还行;,-1;1;1;
99元的膜，四边角处根本不能贴合，不知道和10元路边摊有何区别？居然还是亚马逊自营，非常糟糕的体验。,NULL;NULL;,不能贴合;糟糕;,-1;-1;
买的时候还是直营，评价的时候就是授权商了，真假不敢肯定，防雾霾效果不好,效果;,不好;,-1;
反向伞颜色亮丽，骨架看上去结实的样子，想不到撑开来很大，里面一层红色的衬布收起来就成了伞外布，里外双层估计遮阳效果会不错！,颜色;看上去;NULL;NULL;,亮丽;结实;很大;不错;,1;1;1;1;
还不错。喜欢用 。。。。。,NULL;NULL;,不错;喜欢;,1;1;
老婆说很好用，具体我也不清楚。,NULL;NULL;,很好;不清楚;,1;-1;
冲出的咖啡不够香浓，感觉气压不够,,,
可以黏住一些虫子，但很多小强不上当啊。效果真的一般咯。,NULL;NULL;效果;,可以;很多;一般;,1;1;0;
非常差，指向虚无缥缈，毫无手感，真心不明白罗技怎么沦落至此？不联系购买！,NULL;NULL;,差;毫无手感;,-1;-1;
与期望值相差甚远，换了两次还是不行，只好退货了。,NULL;,不行;,-1;
没有底盘的怪物，浪费了它的8寸盆。,NULL;,浪费;,-1;
明明宣传的是进口产地泰国，到货是广东。这不是欺骗吗。,NULL;,不是欺骗;,1;
《风中之城》故事内容一般。,内容;,一般;,0;
医生建议买的 用起来还不错,用起来;,不错;,1;
收到了 感觉还可以，没有异味，柔软有弹性，只是为啥标签是单独的，没有和头巾连在一起，有知道的朋友吗,感觉;NULL;NULL;,还可以;柔软;有弹性;,1;1;1;
试用之后再来该评论。 有时候会发出18KHZ-20KHZ左右的高频声，很多人还是能听到的，所以无声不是真的。高频声很是刺耳，尽管响度不大。 用了将近20天了，老鼠一只一只来，而且插座里竟然还住了蟑螂，所以我很怀疑这个号称混合除虫的东西有没有用。 最后退货了。,NULL;,很多;,1;
看看视频也就算了 其他都不行,NULL;,不行;,-1;
第二次购买，比之前买的笔尖粗，不是很满意，别的没什么问题,NULL;,满意;,1;
感觉很是没有外国人的有味道，不过总体还行,总体;,还行;,1;
盒子上坑坑洼洼的，非常不满意,NULL;,不满意;,-1;
比柚子卸妆乳好用，卸的干净，好洗,NULL;,好用;,1;
刀头还算锋利，修建鬓角和胡须挺好用；3100的模版少了点，塑料看着很脆弱，担心不耐用。,NULL;看着;NULL;,锋利;脆弱;不耐用;,1;-1;-1;
开始吃的时候，早晨吐了。原来吃多了猫草。今天无压力，换了口味吃的不错，颗粒大，猫咪吃的时候鼻子都挤到一起啦。萌。,NULL;,不错;,1;
"看上去挺好,办公室正好需要这种靠枕~",看上去;NULL;,挺好;正好;,1;1;
不过对得起这个价格。,NULL;,对得起;,1;
一直在用ABC，真的很好用,NULL;,很好;,1;
这款打印机打印出来的字迹很淡，已请人换了油墨，咋还是这样，不知要调什么地方了。,字迹;,很淡;,-1;
